folder,id,display_name,description,type,units,domain,labels,calculation,commonly_used,forms
Sleep Questionnaires/Parasomnia,map_1010,"Feel paralyzed (Cataplexy), when","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Feeling paralyzed or unable to move when falling asleep or when awakening, if so, when?",choices,"",happen,narcolepsy,"","",""
Sleep Questionnaires/Parasomnia,map_1020,"Feel paralyzed (Cataplexy), number of times","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Feeling paralyzed or unable to move when falling asleep or when awakening, if so, how often?",integer,event count,"",narcolepsy,"","",""
Sleep Questionnaires/Parasomnia,map_1030,"Feel paralyzed (Cataplexy), time frame","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Feeling paralyzed or unable to move when falling asleep or when awakening, if so, how often?",choices,"",dayyear,narcolepsy,"","",""
Sleep Questionnaires/Parasomnia,map_1040,"Feel paralyzed (Cataplexy), age of the first episode","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Feeling paralyzed or unable to move when falling asleep or when awakening, if so, how old were you when this first occurred?",integer,years,"",narcolepsy,"","",""
Sleep Questionnaires/Parasomnia,map_1041,"Feel paralyzed (Cataplexy), age of the first episode, don't know","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Feeling paralyzed or unable to move when falling asleep or when awakening, if so, how old were you when this first occurred?",choices,"",noyesdk55,narcolepsy,"","",""
Sleep Questionnaires/Parasomnia,map_1100,"Hypnogogic Hallucinations, days per week",During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Find yourself in a vivid dreamlike state when falling asleep even though you know you are awake,choices,"",neveronlyfreq5dk,hypnogogic_hallucinations,"","",""
Sleep Questionnaires/Parasomnia,map_1110,"Hypnogogic Hallucinations, number of times","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Find yourself in a vivid dreamlike state when falling asleep even though you know you are awake, if so, how often?",integer,event count,"",hypnogogic_hallucinations,"","",""
Sleep Questionnaires/Parasomnia,map_1120,"Hypnogogic Hallucinations, time frame","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Find yourself in a vivid dreamlike state when falling asleep even though you know you are awake, if so, how often?",choices,"",dayyear,hypnogogic_hallucinations,"","",""
Sleep Questionnaires/Parasomnia,map_1130,"Hypnogogic Hallucinations, age of the first episode","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Find yourself in a vivid dreamlike state when falling asleep even though you know you are awake, if so, how old were you when this first occurred?",integer,years,"",hypnogogic_hallucinations,"","",""
Sleep Questionnaires/Parasomnia,map_1131,"Hypnogogic Hallucinations, age of the first episode, don't know","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Find yourself in a vivid dreamlike state when falling asleep even though you know you are awake, if so, how old were you when this first occurred?",choices,"",noyesdk55,hypnogogic_hallucinations,"","",""
Sleep Questionnaires/Parasomnia,rls_0100,Unpleasant feelings in legs,"Have you ever had unpleasant feelings or sensations in your legs that occurred on a regular basis, and mainly while sitting or lying down?",choices,"",noyescurrent,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0200,Urge to move legs,"Have you ever felt the need or urge to move your legs that occurred on a regular basis, and mainly while sitting or lying down?",choices,"",noyescurrent,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0300,"Unpleasant sensation always due to muscle cramp, present",Are these unpleasant sensations in your legs or the urge to move your legs always due to a 'Charlie-horse' or muscle cramp?,choices,"",noyesdontknow,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0310,"Unpleasant sensation was always due to muscle cramp, past",Were these unpleasant sensations in your legs or the urge to move your legs always due to a 'Charlie-horse' or muscle cramp?,choices,"",noyesdontknow,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0400,"Improve with movement, present","If you get up and move around, do these unpleasant sensations in your legs get any better with moving or walking?",choices,"",noyesdontknow,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0410,"Improved with movement, past","If you got up and moved around, did these unpleasant sensations in your legs get any better with moving or walking?",choices,"",noyesdontknow,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0500,"Sensations worse in evening, present",Are these sensations worse in the evening or night than they are in the morning?,choices,"",noyes,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0510,"Sensations were worse in evening, past",Were these sensations worse in the evening or night than they were in the morning?,choices,"",noyes,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0600,"How distressing are sensations, present","When you actually experience these unpleasant sensations in your legs or the urge to move your legs, how distressing are they?",choices,"",degree,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0610,"How distressing were sensations, past","When you actually experienced these unpleasant sensations in your legs or the urge to move your legs, how distressing were they?",choices,"",degree,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0700,"How often do sensations occur, present","On average, how often do you experience these unpleasant sensations in your legs or the urge to move your legs?",choices,"",freqmonth,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0710,"How often did sensations occur, past","On average, how often did you experience these unpleasant sensations in your legs or the urge to move your legs?",choices,"",freqmonth,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0800,"Unpleasant feelings in legs, age of the first episode (present and past)",Approximately how old were you when you first noticed these unpleasant sensations in your legs while sitting or lying down?,integer,Year,"",rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0801,"Unpleasant feelings in legs, age of the first episode (present and past), don't know",Approximately how old were you when you first noticed these unpleasant sensations in your legs while sitting or lying down? Don't remember,choices,years-old,noyesdontknow,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0900,Did it begin with pregnancy,Approximately how old were you when the unpleasant sensations in your legs stopped occurring?,choices,"",noyespreg,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_0910,Did it end with same pregnancy,Did the unpleasant sensations in your legs begin when you were pregnant?,choices,"",noyes,rls_plms,"","",""
Sleep Questionnaires/Parasomnia,rls_probability,Restless Legs Syndrome (RLS) Current Probability,Algorithm derived by STAGES team,choices,"",rls_probability,rls_plms,"Likely if (rls_0100=Yes-present or rls_0200=Yes-present) AND rls_0300=No/DK AND rls_0400=Yes/DK AND rls_0500=Yes; Possible if (rls_0100=Yes-present or rls_0200=Yes-present) AND rls_0300=No/DK AND ((rls_0400=No/Unanswered AND rls_0500=yes) OR (rls_0500=No/Unanswered and rls_0400=yes)); Unlikely if (rls_0100=Yes-present or rls_0200=Yes-present) AND rls_0300=No/DK AND ((rls_0400=No AND rls_0500=No); Unlikely if (rls_0100=Yes-present or rls_0200=Yes-present) AND rls_0300=No/DK AND ((rls_0400=No AND rls_0500=null) OR (rls_0400=null && rls_0500=No)); Unlikely (possibly in past): (rls_0100=Yes-past or rls_0200=Yes-past) AND rls_0300=No/dk; Unlikely: rls_0100=DK/yes-past or rls_0200=DK/Yes-past, rls_0300=No/Dk and rls_0410 and rls_0510 is no; Unlikely - not any of the above, e.g., rls_0300 = Yes or rls_0100=no/dk && rls_0200=no/dk","",""
Sleep Questionnaires/Parasomnia,rls_severity,Restless Legs Syndrome (RLS) Current Severity,Algorithm derived by STAGES team,integer,"","",rls_plms,"Only calculated if Current Probability is Likely or Possible.  The Current Severity Level is a 1-12 scale, points are awarded based on responses to rls6 (0=not at all, 2=a little, 4=moderately, 6=extremely) and rls7 (1=less than 1/month...6=every day).  If answer to either of the questions is Don’t Know then no score is provided.","",""
Sleep Questionnaires/Sleep Disorder,mdhx_0200,Previously been to a sleep specialist,"Have you ever seen a sleep specialist, either for a daytime or overnight appointment? ",choices,"",noyes,"","","",""
Sleep Questionnaires/Sleep Disorder,mdhx_5500,Trigger for sleep disorder,Is there an event that triggered your sleep problems? ,choices,"",noyes,"","","",""
Sleep Questionnaires/Sleep Disordered Breathing,index_1,MAP Index 1: Apnea Score,"",numeric,"","",sdb,"mean(map_0100, map_0300, map_0600)","",""
Sleep Questionnaires/Sleep Disordered Breathing,map_0100,Loud snoring,During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Loud snoring,choices,"",neveronlyfreq5dk,sdb,"","",""
Sleep Questionnaires/Sleep Disordered Breathing,map_0300,Snorting gasping,During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Snorting or gasping,choices,"",neveronlyfreq5dk,sdb,"","",""
Sleep Questionnaires/Sleep Disordered Breathing,map_0600,Breathing stops,During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)?  Your breathing stops or you choke or struggle for breath,choices,"",neveronlyfreq5dk,sdb,"","",""
Sleep Questionnaires/Sleep Disordered Breathing,map_lr,MAP Likelihood Ration (LR),"",numeric,"","",sdb,See Documentation from G Maslin - first x is calculated where [x=-8.16+(1.299*index_1)+ (0.163*BMI)-(0.028*index_1*BMI)+(0.032*Age)+(1.278*Gender)] then ,"",""
Sleep Questionnaires/Sleep Disordered Breathing,score,MAP Score,"",numeric,"","",sdb,See Documentation from G Maslin first x is calculated where [x=-8.16+(1.299*index_1)+ (0.163*BMI)-(0.028*index_1*BMI)+(0.032*Age)+(1.278*Gender)] then map_score is calculated by [=EXP(x)/(1+EXP(x))  (Cut point is > 0.4355 for high risk based on Maislin),"",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0100,Functional Outcomes of Sleep: Difficulty concentrating,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_01concentrate,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0200,Functional Outcomes of Sleep: Difficulty remembering,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_02remember,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0300,Functional Outcomes of Sleep: Difficulty operating motor vehicles for short distances (less than 100 miles),"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_06short,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0400,Functional Outcomes of Sleep: Difficulty operating motor vehicles for long distances (greater than 100 miles),"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_07long,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0500,Functional Outcomes of Sleep: Difficulty visiting family or friends in their home,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_13away,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0600,Functional Outcomes of Sleep: Relationships with family or friends affected,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_15relate,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0700,Functional Outcomes of Sleep: Difficulty watching a movie,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_17movie,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0800,Functional Outcomes of Sleep: Difficulty being active in evening,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_22evening,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_0900,Functional Outcomes of Sleep: Difficulty being active in morning,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_23morning,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_1000,Functional Outcomes of Sleep: Effect on desire for intimacy or sex,"Item from Functional Outcomes of Sleep Questionnaire. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",choices,"",fosq,fosq;fosq_28desire,"","",""
Sleep Questionnaires/Sleep Disturbance/Functional Outcomes of Sleep Questionnaire (FOSQ),fosq_1100,Functional Outcomes of Sleep: Summary Score,"Summary Score of Functional Outcomes of Sleep Questionnaire. Range from 5 to 20. A higher score indicate better functional outcomes. [Weaver et. al, 1997 (Pubmed ID: 9415942)](https://www.ncbi.nlm.nih.gov/pubmed/9415942)<br><br> [Search for all Functional Outcomes of Sleep variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=fosq)",integer,"","",fosq,Set all negative values (ie. -44) to zero.  [[[(fosq_0100+ fosq_0200)/2] + [(fosq_0300+ fosq_0400+ fosq_0700)/3] + fosq_0500 + [(fosq_0600+ fosq_0800+ fosq_0900)/3] + fosq_1000]]] / 5 X 5    ,"",""
Sleep Questionnaires/Sleep Disturbance/Insomnia Severity Index (ISI),isi_0100,Insomnia Severity Index: Difficulty falling asleep,"Item from Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/]<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",choices,"",severity,isi;isi_01fallaslp,"","",""
Sleep Questionnaires/Sleep Disturbance/Insomnia Severity Index (ISI),isi_0200,Insomnia Severity Index: Difficulty staying asleep,"Item from Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/]<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",choices,"",severity,isi;isi_02stayaslp,"","",""
Sleep Questionnaires/Sleep Disturbance/Insomnia Severity Index (ISI),isi_0300,Insomnia Severity Index: Problems waking up too early,"Item from Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/]<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",choices,"",severity,isi;isi_03wakeearly,"","",""
Sleep Questionnaires/Sleep Disturbance/Insomnia Severity Index (ISI),isi_0400,Insomnia Severity Index: How satisfied with current sleep pattern,"Item from Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/]<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",choices,"",satisfaction,isi;isi_04slpsatisfied,"","",""
Sleep Questionnaires/Sleep Disturbance/Insomnia Severity Index (ISI),isi_0500,Insomnia Severity Index: How noticeable to others is sleep problem impacting quality of life,"Item from Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/]<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",choices,"",intefere,isi;isi_05notice,"","",""
Sleep Questionnaires/Sleep Disturbance/Insomnia Severity Index (ISI),isi_0600,Insomnia Severity Index: How worried/distressed about current sleep problem,"Item from Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/]<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",choices,"",intefere,isi;isi_06worry,"","",""
Sleep Questionnaires/Sleep Disturbance/Insomnia Severity Index (ISI),isi_0700,Insomnia Severity Index: Sleep problem intereferes with daily functioning,"Item from Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/]<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",choices,"",intefere,isi;isi_07interfere,"","",""
Sleep Questionnaires/Sleep Disturbance,isi_score,Insomnia Severity Index: Total Score,"Summary score for the Insomnia Severity Index. (Morin CM, Insomnia, psychological assessment and management. Guilford Press, New York, 1993)[https://pubmed.ncbi.nlm.nih.gov/21532953/] Each item is scored from 0 to 4. Total score is the sum of all seven items (0 to 28), and catergorized as: not clinically significant (0-7), sub-threshold insomnia (8-14), moderate insomnia (15-21), and severe insomnia (22-28).<br><br> [Search for all ISI variables within this dataset](https://sleepdata.org/datasets/stages/variables?search=isi)",integer,"","",isi;isi_total;insomnia,ISI Total = isi_0100+isi_0200+isi_0300+isi_0400+isi_0500+isi_0600+isi_0700,"",""
Sleep Questionnaires/Sleep Disturbance,isq_0100,Difficulty falling asleep,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",neveronlyfreq,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0110,"Difficulty falling asleep, number of times","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",integer,event count,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0120,"Difficulty falling asleep, time frame","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",weekmonthyear,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0200,Difficulty staying asleep,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",neveronlyfreq,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0210,"Difficulty staying asleep, number","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",integer,event count,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0220,"Difficulty staying asleep, time frame","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",weekmonthyear,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0300,Multiple awakenings,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",neveronlyfreq,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0310,"Multiple awakenings, number","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",integer,event count,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0320,"Multiple awakenings, time frame","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",weekmonthyear,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0400,Feeling that sleep is not sound,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",neveronlyfreq,sleep_satisfaction,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0410,"Feeling that sleep is not sound, number","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",integer,event count,"",sleep_satisfaction,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0420,"Feeling that sleep is not sound, time frame","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",weekmonthyear,sleep_satisfaction,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0500,Feeling that sleep is unrefreshing ,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",neveronlyfreq,sleep_quality,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0510,"Feeling that sleep is unrefreshing , number","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",integer,event count,"",sleep_quality,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0520,"Feeling that sleep is unrefreshing, time frame","If you have experienced any sleep symptoms during the past month, please check-mark the appropriate answer to let us know how your sleep is affecting your daily life.",choices,"",weekmonthyear,sleep_quality,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0600,How much does your sleep bother you,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",neveronlyfreq,sleep_satisfaction,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0700,Sleep affected work,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",degree5,sleep_related_impairment,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0800,Sleep affected your social life,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",degree5,sleep_related_impairment,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_0900,Sleep affected other important parts of life,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",degree5,sleep_related_impairment,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_1000,Sleep made you irritable,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",degree5,sleep_related_impairment,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_1100,Sleep caused trouble concentrating,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",degree5,sleep_related_impairment,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_1200,Sleep made you fatigued,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",degree5,sleep_related_impairment,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_1300,How sleepy do you feel during the day,"If you have experienced any sleep symptoms during the past month, please check-mark the appropriate number to let us know how your sleep is affecting your daily life.",choices,"",degree5,subjective_sleepiness,"","",""
Sleep Questionnaires/Sleep Disturbance,isq_score,Meets Diagnostic Insomnia Criteria,"",choices,"",noyes,insomnia,"Yes IF isq1, isq2, or isq5=Frequently or Always AND isq1, isq2, OR isq5 is ? 4 weeks AND isq6, isq7, isq8, isq9, isq10, isq11, isq12, or isq13=Quite a Bit or Always OTHERWISE No","",""
Sleep Questionnaires/Sleep Disturbance,map_0200,Frequent wakenings,During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Frequent wakenings,choices,"",neveronlyfreq5dk,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,map_0500,"Frequent tossing, turning, thrashing","During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Frequent tossing, turning, or thrashing",choices,"",neveronlyfreq5dk,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,map_0800,Morning Headache,During the last month on how many nights or days per week have you had or been told you had the following (please check only one box per question)? Morning headaches,choices,"",neveronlyfreq5dk,sleep_related_impairment,"","",""
Sleep Questionnaires/Sleep Disturbance,mdhx_5600,Use sleep aids at least once per week,Do you take a sleeping aid once a week or more?,choices,"",noyes,insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_2400,"Self-reported number of awakenings on week nights, school nights, work nights or days, current shift","On average, how many times do you awaken during the night on work (school) nights?   ____ times per night",integer,event count,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_2500,"Self-reported total awake duration (i.e. wake after sleep onset) on week nights, school nights, work nights or days, current shift","On average, how much total time do you spend awake during these awakenings on work (school) nights?   _____ hours   ",integer,hours,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_2510,"Self-reported total awake duration (i.e. wake after sleep onset) on week nights, school nights, work nights or days, current shift","On average, how much total time do you spend awake during these awakenings on work (school) nights?   _____ minutes",integer,minutes,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_2600,"Self-reported sleep quality for irregular work, current shift",Rate the usual quality of your sleep when working your current shift,choices,"",verygood,sleep_quality,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_2900,"Self-reported number of awakenings on week nights, school nights, work nights or days, next shift","On average, how many times do you awaken during the night on work (school) nights?   ____ times per night",integer,event count,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_3000,"Self-reported total awake duration (i.e. wake after sleep onset) on week nights, school nights, work nights or days, next shift","On average, how much total time do you spend awake during these awakenings on work (school) nights?   _____ hours   ",integer,hours,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_3010,"Self-reported total awake duration (i.e. wake after sleep onset) on week nights, school nights, work nights or days, next shift","On average, how much total time do you spend awake during these awakenings on work (school) nights?   _____ minutes",integer,minutes,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_3100,"Self-reported sleep quality on week nights, school nights, work nights or days, next shift",Rate the usual quality of your sleep when working this shift,choices,"",verygood,sleep_quality,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_3400,"Self-reported number of awakenings on week nights, school nights, work nights or days, 3rd shift","On average, how many times do you awaken during the night on work (school) nights?   ____ times per night",integer,event count,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_3500,"Self-reported total awake duration (i.e. wake after sleep onset) on week nights, school nights, work nights or days, 3rd shift","On average, how much total time do you spend awake during these awakenings on work (school) nights?   _____ hours   ",integer,hours,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_3510,"Self-reported total awake duration (i.e. wake after sleep onset) on week nights, school nights, work nights or days, next shift","On average, how much total time do you spend awake during these awakenings on work (school) nights?   _____ minutes",integer,minutes,"",insomnia,"","",""
Sleep Questionnaires/Sleep Disturbance,sched_3600,"Self-reported sleep quality on week nights, school nights, work nights or days, 3rd shift",Rate the usual quality of your sleep when working this shift,choices,"",verygood,sleep_quality,"","",""
